Date,Close,High,Low,Open,Volume,sma_20,ema_20,rsi_14,bollinger_upper,bollinger_lower
2020-01-04,145.5964508,150.994938,144.3616967,146.4483393,57969900,,145.5964508,,,
2020-01-05,167.0947113,170.9904215,166.5586789,168.2720371,39370500,,147.6439041809524,,,
2020-01-06,175.4883881,175.6515599,174.1734057,175.2100249,22622400,,150.29575979229026,,,
2020-01-07,196.4801788,198.0639311,193.6678413,194.9828237,32061200,,154.6942758882626,,,
2020-01-09,218.6711731,218.8443557,215.9386142,216.9777538,25725500,,160.7873137179519,,,
2020-01-10,204.4215393,205.8936503,203.324672,205.4125679,27158400,,164.94295424957554,,,
2020-01-12,208.574295,209.6450947,205.8152987,206.9343208,30904500,,169.09832003533026,,,
2020-01-13,155.8624268,155.8910627,153.9341883,154.4114741,21626500,,167.83775877482262,,,
2020-01-14,154.7646484,156.1678694,154.3732707,155.967403,23477400,,166.59270064388713,,,
2020-01-15,155.7669373,156.4924208,155.1846627,155.2323797,21417900,,165.56167556351693,,,
2020-01-16,158.6211243,158.6879513,156.5783421,156.8838119,23865400,,164.90067068127723,,,
2020-01-17,159.5088806,159.8620674,157.9147336,159.8143359,34371700,,164.38716686401273,,,
2020-01-21,158.9361572,160.5493854,158.8693302,159.1079731,29517200,,163.8680230864877,,,
2020-01-22,158.1725006,159.8811918,158.1534051,159.7952693,24138800,,163.3255923734889,,,
2020-01-23,159.1461639,159.2225314,157.7620382,158.6402422,19680800,,162.92755156648997,54.447164612554204,,
2020-01-24,157.5424805,159.9193688,156.9792868,159.9002733,24918100,,162.41468765539568,46.39392739119315,,
2020-01-27,154.9078522,155.9578866,152.9223418,153.8291818,32078100,,161.699750945358,41.877434317992915,,
2020-01-28,157.9434052,158.2297649,155.6619799,156.3397175,24899900,,161.34200373151438,32.2788748675534,,
2020-01-29,160.4061584,161.0839105,158.1629246,160.2152471,34754500,,161.2528756047035,17.267923074374764,,
2020-01-30,164.9308624,166.1431723,163.0312599,166.1431723,51597500,168.64181671,161.6031600613984,25.093546097631915,210.29295000626968,126.99068341373032
2020-01-31,162.4966888,164.5681071,161.8762232,164.3867507,36142700,169.48682861,161.6882580365033,20.295286100755845,209.83471866892535,129.13893855107466
2020-02-01,153.3232727,153.4282762,151.1373103,151.5668646,22622100,168.79825668,160.89159276636013,46.26825097012603,209.78305178452388,127.81346157547614
2020-02-03,165.3908997,165.5153376,155.3596711,158.2312071,71030800,168.29338226,161.32009818861152,61.80935654596213,209.1798310533721,127.40693346662786
2020-02-04,148.611557,148.8221375,143.9213873,145.3571553,49630700,165.89995117,160.10976093255329,44.11252974040908,205.42047628279676,126.37942605720326
2020-02-06,177.4848175,177.5712,174.0677741,176.8513167,30794600,163.84063339,161.76452822469108,60.86781772447623,195.24121340199596,132.44005337800402
2020-02-07,197.9775085,199.6668441,196.7681098,197.420797,29315800,163.51843185,165.21338348900622,68.0787430911748,193.25383715226823,133.7830265477318
2020-02-09,222.885498,224.0497241,218.7482006,219.3447382,34080800,164.233992,170.70596582338658,74.45909079162905,198.82666013960454,129.64132386039546
