Date,Close,High,Low,Open,Volume,sma_20,ema_20,rsi_14,bollinger_upper,bollinger_lower
2020-01-04,55.02039719,56.21822639,54.61382603,55.83553657,46884000,,55.02039719,,,
2020-01-05,65.71922302,67.28480568,65.24098891,66.11186401,41450000,,56.03933298333333,,,
2020-01-06,71.25351715,71.55906914,70.5657727,70.58518151,24342000,,57.48830290396825,,,
2020-01-07,71.56305695,71.80988898,70.15870525,70.22240653,35504000,,58.82875567025699,,,
2020-01-09,82.64406586,82.89388208,81.22628151,81.44573921,36506000,,61.09688045023252,,,
2020-01-10,74.15328217,74.59867475,73.61184789,73.86365359,35590000,,62.34034728068656,,,
2020-01-12,89.48117828,90.81137996,88.05144953,88.30027101,34738000,,64.92518832824021,,,
2020-01-13,71.62226868,71.68646352,70.96488276,71.46800058,33046000,,65.5630055045983,,,
2020-01-14,71.2067337,71.75015744,71.08182939,71.61131919,31178000,,66.10050342796988,,,
2020-01-15,71.62077332,71.73000479,71.17339127,71.17339127,25654000,,66.62624341768704,,,
2020-01-16,72.24282074,72.25725585,71.70636022,72.03082741,23474000,,67.1611555436216,,,
2020-01-17,73.67056274,73.71559937,72.56729073,72.80068235,47924000,,67.78109908613384,,,
2020-01-21,73.87011719,74.24085874,73.21322488,73.60736178,40734000,,68.36100557221633,,,
2020-01-22,73.947258,74.80638616,73.89649592,74.19857013,32216000,,68.89302961295763,,,
2020-01-23,73.98207855,74.42349212,73.75565771,74.03135231,27024000,,69.377700940295,63.0784398896863,,
2020-01-24,72.98978424,74.42224647,72.91712273,74.32744252,35692000,,69.72170887360024,55.789990444622035,,
2020-01-27,71.35701752,71.56453832,70.72500889,71.21270441,35104000,,69.87745255420974,50.087884850888756,,
2020-01-28,72.28562164,72.45681549,71.28585563,71.80987815,31548000,,70.10680199095167,50.60716514292233,,
2020-01-29,72.58769226,72.9260858,71.99598955,72.59615134,21554000,,70.34307725467056,39.68031022773999,,
2020-01-30,72.44885254,72.52051173,71.4814345,71.65859679,26788000,72.68331508700001,70.54362728184479,47.88910803294686,85.32987914892843,60.036751025071595
2020-01-31,71.3734436,73.15997989,71.08978349,73.09876926,48344000,73.5009674075,70.62265740738339,15.337114369641782,83.08230898536941,63.91962582963059
2020-02-01,68.04619598,68.08451242,66.76128167,66.76128167,28132000,73.61731605550001,70.37728012858497,34.57008036757058,82.85098728760252,64.3836448233975
2020-02-03,69.12807465,69.21566484,66.02801191,67.26191366,48630000,73.5110439305,70.25830817824354,41.51876214277221,82.90676657263118,64.1153212883688
2020-02-04,55.77780914,56.07738888,54.56156972,54.65412981,39298000,72.72178154000001,68.87921303174416,18.553919025261678,85.0124915900206,60.43107148997942
2020-02-06,71.62176514,71.64117394,70.60707046,71.19030652,25562000,72.170666504,69.14040847062567,49.23160628979077,83.54215563094617,60.79917737705382
2020-02-07,72.88976288,73.79795974,71.98007012,72.00594852,37182000,72.1074905395,69.49748984294703,49.03013085799274,83.44659515698062,60.768385922019384
2020-02-09,86.00662994,86.25047011,82.92372848,83.29422703,50224000,71.9337631225,71.06978889980923,61.41289881156587,82.20861817652788,61.658908068472115
2020-02-10,72.57724762,73.81041298,72.20401537,72.75690057,25682000,71.9815120695,71.21335639697025,48.970263864458076,82.25914762169843,61.703876517301566
2020-02-11,80.91822815,82.64703912,80.42058524,81.02422481,50708000,72.467086792,72.1376298972588,54.634694033349874,83.4818182782474,61.45235530575261
2020-02-12,90.96663666,91.34982383,89.05185499,89.48117224,24440000,73.434379959,73.9308686365675,60.715218612434285,87.19239732342656,59.67636259457343
2020-02-13,75.37599182,75.99904027,74.87536463,75.27795306,18590000,73.59103851299999,74.06849941594201,52.05379674264057,87.36327338683154,59.81880363916844
2020-02-14,75.67855072,75.67855072,75.01170345,75.4227585,23956000,73.691437912,74.22183763537612,51.74503753806851,87.49535372615418,59.88752209784581
2020-02-18,75.62530518,76.22048573,75.27297767,75.39290828,22414000,73.7791973115,74.35550121105457,51.566301710260845,87.61018706298549,59.94820756001451
2020-02-19,75.97464752,76.24416866,75.71139096,75.8940281,18986000,73.8805667875,74.50970562143033,51.814087697467926,87.746416999341,60.014716575659
2020-02-20,75.54966736,76.12146015,74.98584007,75.74125716,21932000,73.958946228,74.60874959653219,52.1632243120045,87.84492010784751,60.07297234815249
2020-02-21,73.90544891,75.25430757,73.67305204,75.04604261,34634000,74.00472946149999,74.54176857876722,53.08886595064176,87.88328505315584,60.12617386984414
2020-02-24,70.74441528,71.50979486,70.23682499,70.96934781,57342000,73.9740993495,74.18011588364652,50.833819593522826,87.87993648955661,60.068262209443375
2020-02-25,69.0952301,71.56801479,68.79415827,71.31223017,49566000,73.81457977250001,73.69584104710876,57.81329689500982,87.87431649577256,59.75484304922746
2020-02-26,69.33061981,70.45131883,68.62496245,69.47792474,44048000,73.65172615,73.28010569119364,48.354398828801266,87.84610719089083,59.45734510910917
2020-02-27,65.59381104,68.26186809,65.54802267,67.78194069,59566000,73.30897407500001,72.5480776291752,44.939203980036474,87.94969352587617,58.66825462412385
2020-02-28,66.65081024,66.74088349,63.25041599,63.57388466,75782000,73.072842407,71.98643311592042,33.87637882635755,87.99464114031136,58.151043673688626
2020-03-01,67.71228027,68.30149236,66.96004487,67.07529793,23728000,73.0561466215,71.57937094011847,44.89566654455544,88.00235363877505,58.10993960422496
2020-03-02,73.94675446,74.14880041,72.60561064,72.75539862,60736000,73.297080612,71.80483603725004,42.34724087529457,88.1316114109487,58.46254981305132
2020-03-03,66.75333405,70.17512303,66.28604201,69.6411531,48046000,73.8458568575,71.3237406098929,21.643050210414373,86.62061266255387,61.071101052446124
2020-03-04,54.63522339,55.9121723,53.735983,55.68698918,46268000,72.99652977,69.73435801752214,23.55926288084504,88.38516574900225,57.607893790997736
2020-03-06,71.48043823,71.98663898,71.15184779,71.57598635,25124000,72.9260635375,69.90065137109147,46.235814739728816,88.32965766175731,57.52246941324269
2020-03-08,73.37496185,74.17218068,72.9365325,73.98158564,46604000,72.29448013300001,70.23153808336848,48.046752328382425,86.42290033064654,58.16605993535347
2020-03-09,81.70500946,85.08271072,80.3723172,85.08271072,62156000,72.750868225,71.32424964304766,54.3685944667484,87.49407736675494,58.007659083245066
2020-03-11,82.12152863,82.69332136,80.44994931,81.20437159,33234000,72.811033249,72.35256192751932,55.010765690366725,87.70364276702203,57.918423730977985
2020-03-12,90.90792084,91.92460501,90.70289067,90.7705709,24546000,72.80809745799999,74.1197389668032,61.690434523924495,87.68565292785726,57.93054198814272
2020-03-13,60.69900131,60.70049342,55.59383299,58.67210262,74002000,72.07424793250001,72.84157347567908,44.96558675214015,87.83988875543362,56.30860710956641
2020-03-16,53.96091461,57.34175193,53.46874655,54.54166381,85048000,70.98836612699999,71.04341548847155,42.78331181492337,88.59313434895745,53.38359790504253
2020-03-17,55.72605515,56.27644581,52.5515883,54.39784305,77230000,69.99340362550001,69.58461926575998,43.60604386010874,88.70897709954677,51.277830151453244
2020-03-18,54.5814743,55.06418853,51.61950198,52.57647136,84668000,68.9237449645,68.15574831663999,44.69509441947785,88.61966585495355,49.22782407404646
2020-03-19,55.50162125,57.62556027,52.75552981,54.39486379,73022000,67.921342659,66.95059335791237,44.622078633661594,88.22855435937872,47.61413095862129
2020-03-20,53.36324692,56.92985365,53.02335747,56.51830122,72036000,66.89423255950001,65.65656036382548,43.1497699029672,87.98974489968981,45.798720219310205
2020-03-23,52.58195114,53.31348689,50.43790474,52.81584394,80882000,65.9861093525,64.4113594853659,39.240211054278944,87.93040141226192,44.04181729273808
2020-03-24,56.45559692,56.48247007,54.27392908,54.92833072,66890000,65.3541276935,63.65366781247391,44.634415396121476,87.64666975806486,43.06158562893514
2020-03-25,54.86463547,57.17419572,54.04451862,56.05798452,81630000,64.6308284765,62.81661711319068,50.13426298927098,87.31540020074927,41.94625675225073
2020-03-26,57.81367111,58.22273292,54.41874782,55.32794322,71434000,64.24182148,62.34014606526776,40.447852795993256,87.1228469136847,41.36079604631531
2020-03-27,55.2736969,57.26227912,55.03483042,56.01817181,64170000,63.672965813,61.667150906670834,37.46156666411516,86.86540282663569,40.48052879936431
2020-03-30,57.07068634,57.31005399,54.56555352,55.98681934,51482000,63.1408861165,61.22939237651171,31.238157168562438,86.43120597775497,39.85056625524503
2020-03-31,57.86642075,58.48847445,56.63873792,57.09457906,49728000,62.336869431000004,60.90910936446298,31.63306590591452,85.1621074664086,39.5116313955914
2020-04-02,72.01241302,73.12862419,70.97881077,72.51005594,78660000,62.5998233795,61.9665668554665,36.765790147477794,85.75803289329617,39.44161386570383
2020-04-03,68.99918365,69.07732003,66.8389216,67.64112175,38266000,63.31802139250001,62.636339883517316,59.39079388500831,86.32666262329138,40.30938016170863
2020-04-05,66.02725983,66.07006398,64.6438131,65.10313959,30080000,63.0453624725,62.95928464032519,64.92361269194996,85.77427533771274,40.31644960728726
2020-04-06,70.27613831,71.60882293,69.90539676,71.1828392,29686000,62.89042129549999,63.65612784696088,66.95388547926437,85.36365632699787,40.41718626400211
2020-04-08,72.90319061,73.92784022,72.588686,73.48045821,38070000,62.450330353000005,64.53680049105985,70.63570792688336,83.68269448495528,41.21796622104473
2020-04-09,79.17698669,81.867741,77.01587405,80.8301521,52172000,62.303103256,65.93110393857796,73.79582783977646,82.99510316292032,41.61110334907969
2020-04-11,87.04421234,88.15072671,84.89937259,85.11087235,71418000,62.109917831000004,67.94187616728483,80.3564843388569,81.7213809838377,42.498454678162304
2020-04-12,90.96862793,91.22590847,90.42122526,90.79594577,27564000,63.623399162,70.13490014468628,82.74260229406951,87.07286110887388,40.17393721512612
2020-04-13,60.59101105,60.7378186,59.09997682,60.17398755,34796000,63.954903984,69.22595832614473,52.42908650020531,87.0134147890388,40.89639317896119
2020-04-14,63.16233063,63.80130623,61.55494612,61.96102369,49408000,64.326717758,68.64846997413095,54.81846013208024,87.06412112931453,41.58931438668547
2020-04-15,62.82592773,63.72118916,61.72762942,61.98689945,33434000,64.7389404295,68.09394214135658,53.00169094656033,87.02693215677365,42.45094870222635
2020-04-16,62.87569046,63.64853062,61.83810542,63.40468665,50362000,65.10764388999999,67.59696579075118,54.692568949047434,86.9925534823269,43.222734297673085
2020-04-17,63.86003113,64.41639407,63.26186636,63.93965582,38980000,65.6324831005,67.24106725163203,54.23340834995511,86.82396885764678,44.440997343353224
2020-04-20,63.0319519,63.77791892,62.77118598,63.25041484,33910000,66.1549831385,66.84019912290518,53.21960163354727,86.48961436136176,45.82035191563824
2020-04-21,60.53030014,62.41785937,60.20036188,62.05607047,43060000,66.3587182995,66.2392563626285,41.62814691611765,86.36314219763818,46.35429440136181
2020-04-22,62.86275101,63.97761816,61.80724928,61.98341682,41848000,66.7586240765,65.91768442428292,45.48093365989724,86.1045062070653,47.4127419459347
2020-04-23,63.5146637,64.36065517,62.98517392,63.27778669,31324000,67.043673706,65.68882530768455,48.08417860895851,85.99866759163976,48.088679820360255
2020-04-24,63.66395569,63.71819555,62.17799391,62.76122995,32792000,67.4631866455,65.49598058219078,44.622083515658815,85.67831243322627,49.24806085777374
2020-04-27,63.49326324,64.50198945,63.15088695,64.49452511,32012000,67.7843154905,65.30524559722024,42.02804698839296,85.4460498631736,50.122581117826414
2020-04-28,61.39271545,64.09889575,61.31956416,64.09292731,59026000,67.9606302255,64.93262367843735,33.786999031394444,85.27242278232578,50.64883766867422
2020-04-29,66.75780487,67.67894095,65.95460993,66.75681013,75872000,67.697899818,65.10645045858618,30.62187417997039,84.90998594467104,50.48581369132895
2020-04-30,67.1151123,67.32213195,65.81277853,65.93172199,53378000,67.60369625050001,65.29775158633987,25.54813069147383,84.80641563399064,50.40097686700937
2020-05-02,72.07014465,72.84696761,71.1908104,72.77630316,39724000,67.90584049150002,65.94274140192655,74.57650010566593,85.20398501663377,50.607695966366265
2020-05-03,65.64109039,67.62519233,64.94737002,67.19174428,51226000,67.6740880955,65.91401273412401,54.554598504569405,84.96271634385594,50.38545984714405
2020-05-05,67.23703003,68.37315121,66.55775229,66.58064648,33030000,67.39078006650001,66.0400143813503,57.74661682408673,84.50341869986315,50.27814143313688
2020-05-06,71.58046722,71.91189761,69.96860248,70.32541011,34698000,67.010954093,66.5676765564598,63.28372123466564,83.3414542058873,50.68045398011269
2020-05-08,73.3331604,73.77108863,72.8280531,73.11867641,39590000,66.325401496,67.21200835108267,64.1250087217719,80.05967725551967,52.59112573648032
2020-05-10,73.950737,74.05971789,72.86836211,72.96490496,22266000,65.47450694950001,67.85379203193195,66.38341495919678,73.83948119891977,57.109532700080244
2020-05-11,87.75286102,89.25922253,87.11288689,88.63020572,41316000,66.83259944800001,69.74894145936699,80.50273339422088,79.54777062361295,54.11742827238707
2020-05-13,67.14845276,68.9475334,66.10688495,68.52792054,36252000,67.03190555450001,69.50127586895108,53.407023166048575,79.62926055888558,54.43455055011446
2020-05-14,67.48686218,67.55105703,65.88345641,66.436334,32062000,67.26495227699999,69.30942694619384,53.17361510900232,79.70617364054533,54.82373091345465
2020-05-15,68.33583069,68.40002553,66.63438633,67.18179659,34154000,67.53795928849999,69.216703493223,53.69135624438214,79.81214660249304,55.263771974506945
2020-05-18,68.8707962,69.2880703,67.39329722,67.76652943,36448000,67.788497542,69.18375994148747,54.22459438053332,79.95063345988639,55.62636162411361
2020-05-19,68.35050964,69.27189628,68.35050964,69.02293054,25612000,68.054425429,69.10440276991723,55.605221474478405,80.00947405411064,56.09937680388937
2020-05-20,70.00442505,70.1885581,69.03551876,69.15146282,33108000,68.5281316745,69.19011917754416,52.781826092447815,79.96755773898994,57.08870561001007
2020-05-21,69.80934906,70.44085654,69.34405414,70.06812551,27700000,68.875461577,69.24909345206376,52.314959097846334,80.008337924914,57.742585229085996
2020-05-22,70.18855286,70.30499807,69.26343034,69.50628335,26188000,69.209156035,69.33856577662911,48.24530947639122,80.06203302401394,58.35627904598607
2020-05-26,70.51699066,71.71034341,70.27364408,71.52472207,41212000,69.5518077835,69.45079671790253,55.130858596756696,80.09586512784362,59.00775043915637
2020-05-27,70.55780029,70.75188072,69.23655898,70.5284441,33716000,69.90503463600001,69.55622562953087,53.61264983217516,80.06068761026282,59.7493816617372
2020-05-28,70.50256348,71.70237824,69.47095073,69.51374729,33844000,70.3605270375,69.64635304386127,48.70668451729402,79.69242040970464,61.028633665295374
2020-05-29,71.10919189,71.2908343,70.33436605,70.51301664,36418000,70.5780963885,69.78567102920782,47.256124530457015,79.75798601825409,61.398206758745914
2020-06-01,69.38187408,69.49582866,67.18179219,67.18179219,34646000,70.6914344775,69.74721417690232,44.51329835935368,79.74642499723699,61.63644395776301
2020-06-02,73.46354675,73.75068467,72.13683045,72.17465332,33588000,70.7611045825,70.10115061243543,27.61371836122629,79.88196256932832,61.64024659567167
2020-06-03,64.61445618,65.00311062,62.75526219,63.55198748,53212000,70.709772872,69.57860828553682,43.71529215183426,79.96255944331519,61.45698630068482
2020-06-04,59.0662384,59.45141508,56.28043335,56.63176991,53294000,70.3012332905,68.57743020119997,33.40425479901356,80.83279629939375,59.769670281606246
2020-06-05,67.04743958,68.23282709,67.046946,67.76355314,24308000,70.0745819085,68.43171680870473,48.01798545572986,80.68504307496234,59.46412074203765
2020-06-07,74.43244934,74.97437709,73.29582711,73.65413059,31280000,70.12954635550001,69.00321514501857,57.06652573717598,80.82215287383148,59.43693983716853
2020-06-08,74.65141296,74.76537514,72.95445635,73.24059951,39908000,70.1645801535,69.54113874644537,58.06757652462269,80.914340929762,59.414819377238
2020-06-10,72.32940674,73.98755325,72.08804963,73.43119037,24908000,69.39340743950001,69.80668807916486,52.926797225098944,76.38727163398775,62.39954324501226
2020-06-11,87.67224121,88.20372044,86.60728569,87.28408035,33218000,70.41959686199999,71.50816932972059,66.2784665081929,81.08539853830217,59.75379518569781
2020-06-15,70.65782928,70.9041601,69.06885887,69.21217723,30078000,70.578145217,71.42718456308053,50.3281568899448,81.15428386162446,60.002006572375535
2020-06-16,71.79594421,72.40804291,70.95890538,71.92035495,34184000,70.751150893,71.46230452945382,50.88433601206356,81.28596842110584,60.21633336489417
2020-06-17,72.21395874,72.65586589,71.23161211,72.01689409,30992000,70.91830902000001,71.53389064474392,51.139212820282744,81.4335765457118,60.40304149428822
2020-06-18,71.45952606,72.22839102,71.01414114,72.11641833,31638000,71.073759841,71.52680830333973,50.65198919989616,81.52089559528906,60.62662408671093
2020-06-19,71.24853516,72.04874587,70.73247814,71.85963912,63158000,71.1359653465,71.50030609921214,50.095450691370075,81.57110078298206,60.700829910017944
2020-06-22,72.25079346,72.29507833,70.82504364,71.1131763,30848000,71.25803756650001,71.57178108595384,51.984938259878696,81.68494752312884,60.83112760987118
2020-06-23,72.87532043,73.44915579,71.92134289,72.43888816,28596000,71.392375945,71.69592769014872,49.57257252668572,81.83049448621017,60.954257403789825
2020-06-24,71.26098633,73.42324573,71.15050952,72.73102111,35120000,71.4295757285,71.6545047034679,55.39707340041924,81.85985857360843,60.99929288339157
2020-06-25,71.72676086,71.80488964,70.66529076,71.15795996,24610000,71.488023757,71.66138624218523,61.205415423816994,81.91083582561663,61.065211688383364
2020-06-26,67.67446899,71.33463085,67.28083323,71.23211955,85354000,71.3466190325,71.28167983721521,50.596444172606155,81.90162249870625,60.79161556629376
2020-06-29,69.41969299,69.45104626,67.03300248,67.58886422,36204000,71.2621440875,71.10434775652804,44.65866377261639,81.85213358417822,60.67215459082178
2020-06-30,70.3473053,70.59812386,68.87179569,69.19427344,40848000,71.31041564850001,71.03224847495395,45.48199438893946,81.87308407279727,60.74774722420276
2020-07-01,69.3385849,69.81880854,69.19127997,69.56750401,30054000,71.104167556,70.87094718210119,46.77153344352418,81.6508927408754,60.55744237112459
2020-07-02,73.61283875,73.94177848,72.97186984,73.01914653,23446000,71.55408668449999,71.13207971237728,30.05812899632896,81.69506390894747,61.4131094600525
2020-07-04,59.0458374,60.96126474,58.83284551,60.76220679,47746000,71.5530666345,69.9810090159604,32.30070887887102,81.69933548611124,61.40679778288876
2020-07-05,68.30448151,68.55529247,67.44405487,67.97504059,27952000,71.615918731,69.82133972967846,45.73421967148491,81.65972580516821,61.57211165683178
2020-07-07,73.90893555,75.48247618,73.82781495,74.14879677,29164000,71.58974304149999,70.21063456970907,51.83795024615621,81.60533263400549,61.57415344899449
2020-07-08,74.37223816,75.48471336,73.73276519,74.64643685,31556000,71.5757843015,70.6069777687844,53.178471103560966,81.57417075208424,61.577397850915744
2020-07-10,72.67031097,73.10176204,71.46153574,72.86936513,34924000,71.592829513,70.8034856927097,51.50260623982943,81.59778571886298,61.58787330713701
2020-07-12,90.54512787,91.18659028,89.86335954,90.52123894,26418000,71.736473846,72.68364209054687,64.25172351591593,82.74556496809146,60.72738272390853
2020-07-13,75.21076965,78.48485867,74.90735902,77.13465593,36928000,71.96412086449999,72.92432090573288,51.480142498449084,83.06719022460065,60.86105150439933
2020-07-14,75.67059326,75.7885344,73.82533685,74.16423159,31700000,72.157853317,73.18587065375833,52.836190345897,83.38310884325048,60.932597790749526
2020-07-15,75.3252182,76.4046088,74.54690702,75.79748386,32214000,72.31341628999999,73.38961803911468,52.31806176166161,83.62782511426967,60.999007465730315
2020-07-16,75.54219818,75.57653566,73.96516458,74.64643939,30386000,72.517549896,73.59462567157995,55.33170458391839,83.91411232175122,61.120987470248785
2020-07-17,75.4202652,75.81290617,74.5678042,75.72233936,29134000,72.726136398,73.76849610285805,54.15787037062437,84.17747930246017,61.27479349353981
2020-07-20,77.91695404,78.14437723,74.82559328,75.40584514,31146000,73.009444427,74.1635873349668,55.13347715984681,84.68935363804445,61.32953521595556
2020-07-21,77.55367279,78.97544367,77.34764787,78.97544367,24324000,73.243362045,74.48645261639854,55.620394535245254,85.0980435473029,61.38868054269711
2020-07-22,78.05479431,78.12993888,76.9405726,77.65717962,18640000,73.583052444,74.82629468245582,53.20442526015988,85.58696649731266,61.57913839068735
2020-07-23,75.42673492,78.22299199,75.01429029,77.97915183,32552000,73.76805114700001,74.88347946698384,64.27634555694974,85.76555203652303,61.77055025747698
2020-07-24,75.2371521,75.52409262,74.06918389,74.59320648,30880000,74.1461853025,74.91716257489014,57.17642438779522,85.80702337283192,62.48534723216808
2020-07-27,76.14932251,76.68528187,75.4033517,75.4227605,24920000,74.48266677849999,75.0345111401387,52.56869607521534,85.95611777868676,63.00921577831322
2020-07-28,74.6633606,75.96419848,74.52999721,75.89951006,34044000,74.6984695435,74.9991634696493,50.32613586402224,86.00557386671802,63.39136522028196
2020-07-29,75.74224091,76.20166607,74.71261765,74.96094552,22130000,75.018652344,75.0699327496827,53.49011295708264,86.04590226213533,63.991402425864685
2020-07-30,76.21153259,76.53101852,74.25927721,74.49714897,33428000,75.14858703600001,75.17865654399864,23.060704455262623,86.16732833895952,64.1298457330405
