Date,Close,High,Low,Open,Volume
02-01-20,68.04619598,68.08451242,66.76128167,66.76128167,28132000
03-01-20,67.71228027,68.30149236,66.96004487,67.07529793,23728000
06-01-20,69.38187408,69.49582866,67.18179219,67.18179219,34646000
07-01-20,69.3385849,69.81880854,69.19127997,69.56750401,30054000
08-01-20,69.88499451,70.24628224,69.21416826,69.27587246,30560000
09-01-20,70.65683746,71.03006966,70.18108638,70.69366559,30018000
10-01-20,71.14950562,71.40822891,70.58318772,71.04151188,36414000
13-01-20,71.62226868,71.68646352,70.96488276,71.46800058,33046000
14-01-20,71.2067337,71.75015744,71.08182939,71.61131919,31178000
15-01-20,71.62077332,71.73000479,71.17339127,71.17339127,25654000
16-01-20,72.24282074,72.25725585,71.70636022,72.03082741,23474000
17-01-20,73.67056274,73.71559937,72.56729073,72.80068235,47924000
21-01-20,73.87011719,74.24085874,73.21322488,73.60736178,40734000
22-01-20,73.947258,74.80638616,73.89649592,74.19857013,32216000
23-01-20,73.98207855,74.42349212,73.75565771,74.03135231,27024000
24-01-20,72.98978424,74.42224647,72.91712273,74.32744252,35692000
27-01-20,71.35701752,71.56453832,70.72500889,71.21270441,35104000
28-01-20,72.28562164,72.45681549,71.28585563,71.80987815,31548000
29-01-20,72.58769226,72.9260858,71.99598955,72.59615134,21554000
30-01-20,72.44885254,72.52051173,71.4814345,71.65859679,26788000
31-01-20,71.3734436,73.15997989,71.08978349,73.09876926,48344000
03-02-20,73.94675446,74.14880041,72.60561064,72.75539862,60736000
04-02-20,72.01241302,73.12862419,70.97881077,72.51005594,78660000
05-02-20,72.07014465,72.84696761,71.1908104,72.77630316,39724000
06-02-20,73.46354675,73.75068467,72.13683045,72.17465332,33588000
07-02-20,73.61283875,73.94177848,72.97186984,73.01914653,23446000
10-02-20,75.07839203,75.11919911,73.3684962,73.3684962,28398000
11-02-20,75.08386993,76.12095766,74.92701247,75.23415908,26892000
12-02-20,75.55563354,75.67631591,75.05003269,75.36702796,23352000
13-02-20,75.37599182,75.99904027,74.87536463,75.27795306,18590000
14-02-20,75.67855072,75.67855072,75.01170345,75.4227585,23956000
18-02-20,75.62530518,76.22048573,75.27297767,75.39290828,22414000
19-02-20,75.97464752,76.24416866,75.71139096,75.8940281,18986000
20-02-20,75.54966736,76.12146015,74.98584007,75.74125716,21932000
21-02-20,73.90544891,75.25430757,73.67305204,75.04604261,34634000
24-02-20,70.74441528,71.50979486,70.23682499,70.96934781,57342000
25-02-20,69.0952301,71.56801479,68.79415827,71.31223017,49566000
26-02-20,69.33061981,70.45131883,68.62496245,69.47792474,44048000
27-02-20,65.59381104,68.26186809,65.54802267,67.78194069,59566000
28-02-20,66.65081024,66.74088349,63.25041599,63.57388466,75782000
02-03-20,69.12807465,69.21566484,66.02801191,67.26191366,48630000
03-03-20,66.75333405,70.17512303,66.28604201,69.6411531,48046000
04-03-20,68.99918365,69.07732003,66.8389216,67.64112175,38266000
05-03-20,65.64109039,67.62519233,64.94737002,67.19174428,51226000
06-03-20,64.61445618,65.00311062,62.75526219,63.55198748,53212000
09-03-20,60.4914856,62.44224503,59.7171533,59.98090345,67308000
10-03-20,63.71770096,63.75552382,60.65122409,62.70300634,52228000
11-03-20,60.48401642,62.75078,59.52157598,62.19043436,52170000
12-03-20,55.48270798,59.4120985,55.40258971,56.03459458,84534000
13-03-20,60.69900131,60.70049342,55.59383299,58.67210262,74002000
16-03-20,53.96091461,57.34175193,53.46874655,54.54166381,85048000
17-03-20,55.72605515,56.27644581,52.5515883,54.39784305,77230000
18-03-20,54.5814743,55.06418853,51.61950198,52.57647136,84668000
19-03-20,55.50162125,57.62556027,52.75552981,54.39486379,73022000
20-03-20,53.36324692,56.92985365,53.02335747,56.51830122,72036000
