Date,Close,High,Low,Open,Volume
07-07-21,271.2908325,272.027387,268.5966297,270.7771905,23260000
08-07-21,268.8583984,270.1279674,266.3870777,268.3544275,24618600
09-07-21,269.3623962,269.4689873,266.8232577,267.2109073,23916700
12-07-21,268.7613525,271.1357229,268.0441703,270.5445629,18931700
13-07-21,272.3085022,274.1207862,268.8292991,268.9552622,26120100
14-07-21,273.7913208,274.9058241,271.8917881,273.6362551,23113700
15-07-21,272.3569946,273.7913303,271.1940166,273.2970602,22604200
16-07-21,272.0855713,275.3321904,270.8353746,273.3648409,26186800
19-07-21,268.460968,271.717258,265.9799767,270.3216967,32935600
20-07-21,270.699646,272.2987179,267.7340859,269.4494496,26259700
21-07-21,272.7155762,272.8318681,268.732431,270.2927298,24364300
22-07-21,277.3092957,277.5806532,274.6732378,275.0802594,23384100
23-07-21,280.7303467,281.0404485,277.6581648,278.5013105,22768100
26-07-21,280.1293335,280.749596,277.7937369,280.0808884,23176100
27-07-21,277.6968994,280.6430586,274.2176964,280.4976937,33604100
28-07-21,277.3867493,281.1954555,275.0704947,280.0712516,33566900
29-07-21,277.6581421,279.7127107,277.251091,277.4061567,18168300
30-07-21,276.1171875,277.8131795,275.1480492,276.3691729,20944800
02-08-21,276.0299683,277.9197701,274.9832824,277.5224199,16267400
03-08-21,278.2590027,278.3656233,275.2352957,276.6114852,17879000
04-08-21,277.6678162,278.7144725,275.8652036,277.3867578,16191300
05-08-21,280.5849304,280.691551,277.2704938,278.0264205,13900200
06-08-21,280.5267029,280.5654767,278.7434923,279.6060394,16589300
09-08-21,279.4316406,282.5522672,278.9276993,280.8078301,16117600
10-08-21,277.6000366,280.3233135,276.3983143,279.8871893,18616600
11-08-21,278.0942383,279.7514564,277.0378515,278.3461941,13955900
12-08-21,280.8659668,281.0210325,277.5030557,277.7841141,14561300
13-08-21,283.8120728,283.8605178,280.3716151,280.5460824,18249000
16-08-21,285.5082092,285.7214209,281.0695383,284.1417204,22507600
17-08-21,284.0350342,284.3742385,282.0967576,283.366356,20075300
18-08-21,282.2969666,286.2683266,281.8502882,283.5689657,21813000
19-08-21,288.1617737,288.8414811,280.2676202,280.3161581,29850500
20-08-21,295.5315552,296.9686362,289.4143082,291.0261609,40817600
23-08-21,295.8131714,296.5414165,293.0944014,294.4537864,22830200
